timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
4861;320;303;31.08
4864;0;289;30.94
4864;571;374;30.76
4864;394;304;30.57
4864;0;288;30.43
4864;346;321;30.42
4864;154;276;30.63
4937;28;300;31.01
4937;244;290;31.47
4937;133;286;31.88
4937;176;317;32.14
4937;409;336;32.26
4937;496;322;32.31
4937;128;306;32.26
5012;595;374;32.08
5012;135;300;31.91
5014;293;314;31.8
5014;478;325;31.73
5014;54;271;31.69
5016;215;309;31.68
5017;0;266;31.68
5095;134;294;31.71
5095;112;302;31.73
5095;117;310;31.79
5095;284;315;31.88
5095;147;304;31.99
5095;423;355;32.1
5095;282;305;32.19
5182;110;300;32.28
5182;261;300;32.35
5184;99;287;32.39
5184;92;300;32.4
5184;262;286;32.39
5186;20;281;32.38
5186;125;313;32.32
5186;215;326;32.26
5263;67;278;32.24
5263;61;313;32.27
5263;544;364;32.33
5263;400;327;32.38
5263;784;368;32.43
5263;685;322;32.44
5263;0;287;32.35
5337;784;368;32.2
5337;189;321;32.05
5337;0;289;31.92
5337;1102;380;31.76
5337;399;320;31.58
5337;441;317;31.44
5337;1606;456;31.35
5418;285;273;31.33
5418;1535;336;31.3
5418;882;354;31.27
5418;80;290;31.24
5418;676;342;31.17
5418;736;314;31.1
5418;272;298;31.01
5495;117;308;30.89
5495;227;304;30.78
5495;204;310;30.74
5495;35;283;30.74
5495;390;331;30.72
5495;285;317;30.66
5495;0;291;30.59
5573;250;289;30.57
5573;108;295;30.56
5573;93;304;30.54
5573;235;270;30.45
5573;504;331;30.21
5573;192;302;29.86
5573;384;319;29.51
5655;0;279;29.26
5655;368;319;29.11
5655;723;336;29.04
5655;245;306;29.03
5655;61;305;29.13
5655;466;294;29.33
5655;178;307;29.61
5739;394;309;29.84
5739;560;294;30.06
5739;80;272;30.15
5739;41;296;30.24
5739;510;331;30.46
5739;177;329;30.78
5739;0;277;31.13
5739;442;343;31.43
5819;186;328;31.74
5821;768;384;32.12
5821;463;304;32.55
5821;225;341;32.98
5823;146;304;33.29
5823;481;294;33.45
5825;0;277;33.48
5898;409;327;33.48
5898;475;315;33.48
5898;61;305;33.49
5903;433;363;33.5
5903;409;308;33.56
5903;226;320;33.62
5903;500;325;33.66
5982;273;272;33.67
5982;33;302;33.67
5982;343;294;33.65
5982;462;305;33.62
5982;22;299;33.6
5986;583;368;33.57
5986;295;320;33.54
5988;155;314;33.55
6057;663;364;33.61
6059;334;294;33.72
6059;356;336;33.85
6059;246;286;33.9
6061;145;282;33.93
6061;187;310;33.87
6138;257;317;33.84
6138;234;319;33.71
6138;150;305;33.65
6138;912;392;33.64
